年月日,曜日,降雪量合計(cm),降雪量合計(cm)-現象なし情報,降雪量合計(cm)-品質情報,降雪量合計(cm)-均質番号,天気概況(昼：06時～18時),天気概況(昼：06時～18時)-品質情報,天気概況(昼：06時～18時)-均質番号,降水量の合計(mm),降水量の合計(mm)-現象なし情報,降水量の合計(mm)-品質情報,降水量の合計(mm)-均質番号,平均気温(℃),平均気温(℃)-品質情報,平均気温(℃)-均質番号,最高気温(℃),最高気温(℃)-品質情報,最高気温(℃)-時分,最高気温(℃)-時分-品質情報,最高気温(℃)-均質番号,最低気温(℃),最低気温(℃)-品質情報,最低気温(℃)-時分,最低気温(℃)-時分-品質情報,最低気温(℃)-均質番号,日照時間(時間),日照時間(時間)-現象なし情報,日照時間(時間)-品質情報,日照時間(時間)-均質番号,最深積雪(cm),最深積雪(cm)-現象なし情報,最深積雪(cm)-品質情報,最深積雪(cm)-時分,最深積雪(cm)-時分-現象なし情報,最深積雪(cm)-時分-品質情報,最深積雪(cm)-均質番号,平均風速(m/s),平均風速(m/s)-品質情報,平均風速(m/s)-均質番号,平均蒸気圧(hPa),平均蒸気圧(hPa)-品質情報,平均蒸気圧(hPa)-均質番号,平均湿度(％),平均湿度(％)-品質情報,平均湿度(％)-均質番号,最小相対湿度(％),最小相対湿度(％)-品質情報,最小相対湿度(％)-時分,最小相対湿度(％)-時分-品質情報,最小相対湿度(％)-均質番号,天気概況(夜：18時～翌日06時),天気概況(夜：18時～翌日06時)-品質情報,天気概況(夜：18時～翌日06時)-均質番号,最大風速(m/s),最大風速(m/s)-品質情報,最大風速(m/s)-時分,最大風速(m/s)-時分-品質情報,最大風速(m/s)-風向,最大風速(m/s)-風向-品質情報,最大風速(m/s)-均質番号,合計全天日射量(MJ/㎡),合計全天日射量(MJ/㎡)-品質情報,合計全天日射量(MJ/㎡)-均質番号,最大瞬間風速(m/s),最大瞬間風速(m/s)-品質情報,最大瞬間風速(m/s)-時分,最大瞬間風速(m/s)-時分-品質情報,最大瞬間風速(m/s)-風向,最大瞬間風速(m/s)-風向-品質情報,最大瞬間風速(m/s)-均質番号,最多風向(16方位),最多風向(16方位)-品質情報,最多風向(16方位)-均質番号,平均現地気圧(hPa),平均現地気圧(hPa)-品質情報,平均現地気圧(hPa)-均質番号,平均海面気圧(hPa),平均海面気圧(hPa)-品質情報,平均海面気圧(hPa)-均質番号,最低海面気圧(hPa),最低海面気圧(hPa)-現象なし情報,最低海面気圧(hPa)-品質情報,最低海面気圧(hPa)-時分,最低海面気圧(hPa)-時分-現象なし情報,最低海面気圧(hPa)-時分-品質情報,最低海面気圧(hPa)-均質番号,平均雲量(10分比),平均雲量(10分比)-品質情報,平均雲量(10分比)-均質番号
2021/6/13,日,0,1,8,1,雨時々曇,8,1,6.5,0,8,1,22.8,8,1,26.5,8,2021/6/13 16:29,8,1,20.2,8,2021/6/13 08:06,8,1,1.5,0,8,1,0,1,8,,,,1,2.5,8,1,22.2,8,1,80,8,1,64,8,2021/6/13 17:42,8,1,曇後時々雨、雷を伴う,8,1,6.3,8,2021/6/13 13:41,8,東南東,8,1,9.03,8,1,8.1,8,2021/6/13 13:49,8,南東,8,1,南東,8,1,1009.3,8,1,1011.3,8,1,1008.6,0,8,2021/6/13 16:59,0,8,1,,0,1
2021/6/14,月,0,1,8,1,曇後晴一時雨、雷を伴う,8,1,1.0,0,8,1,23.3,8,1,28.4,8,2021/6/14 14:32,8,1,20.6,8,2021/6/14 05:13,8,1,4.8,0,8,1,0,1,8,,,,1,2.2,8,1,23.2,8,1,82,8,1,58,8,2021/6/14 14:19,8,1,晴後時々曇,8,1,5.2,8,2021/6/14 11:53,8,北北東,8,1,17.82,8,1,8.5,8,2021/6/14 14:55,8,北北西,8,1,南,8,1,1005.2,8,1,1007.2,8,1,1005.4,0,8,2021/6/14 17:18,0,8,1,,0,1
2021/6/15,火,0,1,8,1,曇時々晴一時雨,8,1,0.0,0,8,1,23.7,8,1,28.2,8,2021/6/15 11:05,8,1,20.1,8,2021/6/15 04:50,8,1,6.1,0,8,1,0,1,8,,,,1,2.5,8,1,23.2,8,1,80,8,1,64,8,2021/6/15 13:04,8,1,曇後時々雨、雷を伴う,8,1,6.0,8,2021/6/15 15:15,8,北北西,8,1,23.34,8,1,8.8,8,2021/6/15 15:17,8,北北西,8,1,北北西,8,1,1004.0,8,1,1006.0,8,1,1004.6,0,8,2021/6/15 15:31,0,8,1,,0,1
2021/6/16,水,0,1,8,1,曇時々雨、雷を伴う,8,1,4.0,0,8,1,22.9,8,1,26.3,8,2021/6/16 10:12,8,1,20.7,8,2021/6/17 0:00,8,1,0.1,0,8,1,0,1,8,,,,1,2.0,8,1,23.6,8,1,85,8,1,68,8,2021/6/16 12:05,8,1,雨後曇一時晴、雷を伴う,8,1,4.8,8,2021/6/16 15:58,8,北北西,8,1,11.00,8,1,8.0,8,2021/6/16 14:01,8,北北西,8,1,南西,8,1,1003.7,8,1,1005.7,8,1,1004.7,0,8,2021/6/16 15:40,0,8,1,,0,1
2021/6/17,木,0,1,8,1,曇時々晴一時雨、雷を伴う,8,1,0.0,0,8,1,22.1,8,1,26.7,8,2021/6/17 11:57,8,1,19.3,8,2021/6/17 03:00,8,1,7.3,0,8,1,0,1,8,,,,1,2.5,8,1,21.3,8,1,81,8,1,63,8,2021/6/17 11:28,8,1,曇時々晴,8,1,6.5,8,2021/6/17 13:46,8,北北西,8,1,23.54,8,1,10.6,8,2021/6/17 13:42,8,北,8,1,北北西,8,1,1004.2,8,1,1006.2,8,1,1005.4,0,8,2021/6/17 10:53,0,8,1,,0,1
2021/6/18,金,0,1,8,1,曇後時々雨,8,1,3.5,0,8,1,22.8,8,1,26.2,8,2021/6/18 13:17,8,1,18.9,8,2021/6/18 05:20,8,1,0.4,0,8,1,0,1,8,,,,1,2.7,8,1,20.6,8,1,76,8,1,57,8,2021/6/18 14:37,8,1,雨一時曇,8,1,4.4,8,2021/6/18 16:35,8,南,8,1,10.71,8,1,7.4,8,2021/6/18 14:34,8,南,8,1,南,8,1,1002.0,8,1,1004.0,8,1,1002.4,0,8,2021/6/18 18:06,0,8,1,,0,1
2021/6/19,土,0,1,8,1,雨後一時曇,8,1,49.5,0,8,1,20.4,8,1,22.6,8,2021/6/19 16:31,8,1,19.4,8,2021/6/19 05:31,8,1,0.0,0,8,1,0,1,8,,,,1,2.2,8,1,22.6,8,1,94,8,1,80,8,2021/6/19 16:39,8,1,曇一時雨、霧を伴う,8,1,4.4,8,2021/6/19 15:55,8,南東,8,1,5.04,8,1,6.5,8,2021/6/19 15:49,8,南東,8,1,南東,8,1,998.5,8,1,1000.5,8,1,998.9,0,8,2021/6/19 16:08,0,8,1,,0,1
2021/6/20,日,0,1,8,1,曇,8,1,0,1,8,1,21.0,8,1,24.4,8,2021/6/20 12:32,8,1,17.3,8,2021/6/20 23:57,8,1,3.7,0,8,1,0,1,8,,,,1,2.3,8,1,20.3,8,1,82,8,1,63,8,2021/6/20 15:43,8,1,曇時々晴,8,1,5.1,8,2021/6/20 10:50,8,北北西,8,1,17.93,8,1,8.6,8,2021/6/20 11:38,8,北西,8,1,北北西,8,1,1000.8,8,1,1002.8,8,1,1000.0,0,8,2021/6/20 02:23,0,8,1,,0,1
2021/6/21,月,0,1,8,1,曇時々晴,8,1,0,1,8,1,23.1,8,1,32.2,8,2021/6/21 15:15,8,1,16.0,8,2021/6/21 05:23,8,1,10.4,0,8,1,0,1,8,,,,1,2.0,8,1,15.4,8,1,61,8,1,14,8,2021/6/21 16:43,8,1,曇時々晴,8,1,3.7,8,2021/6/21 16:25,8,西南西,8,1,26.65,8,1,7.2,8,2021/6/21 15:48,8,南南西,8,1,南西,8,1,1002.4,8,1,1004.4,8,1,1002.4,0,8,2021/6/21 14:17,0,8,1,,0,1
2021/6/22,火,0,1,8,1,曇,8,1,0,1,8,1,22.0,8,1,26.1,8,2021/6/22 14:42,8,1,18.1,8,2021/6/22 03:52,8,1,5.4,0,8,1,0,1,8,,,,1,2.5,8,1,19.0,8,1,73,8,1,56,8,2021/6/22 16:19,8,1,曇,8,1,5.4,8,2021/6/22 11:03,8,西南西,8,1,21.76,8,1,8.5,8,2021/6/22 13:02,8,西南西,8,1,西南西,8,1,1006.8,8,1,1008.8,8,1,1006.4,0,8,2021/6/22 02:07,0,8,1,,0,1
2021/6/23,水,0,1,8,1,曇時々晴,8,1,0,1,8,1,21.7,8,1,26.6,8,2021/6/23 12:13,8,1,18.5,8,2021/6/23 05:00,8,1,8.0,0,8,1,0,1,8,,,,1,2.5,8,1,19.3,8,1,75,8,1,56,8,2021/6/23 12:22,8,1,曇時々晴,8,1,5.6,8,2021/6/23 17:31,8,北,8,1,23.08,8,1,8.9,8,2021/6/23 16:18,8,北西,8,1,北北西,8,1,1009.1,8,1,1011.1,8,1,1010.2,0,8,2021/6/23 03:57,0,8,1,,0,1
2021/6/24,木,0,1,8,1,晴,8,1,0.0,0,8,1,22.6,8,1,27.9,8,2021/6/24 12:25,8,1,18.4,8,2021/6/24 05:21,8,1,12.2,0,8,1,0,1,8,,,,1,2.3,8,1,19.9,8,1,73,8,1,55,8,2021/6/24 12:27,8,1,曇時々晴一時雨,8,1,5.3,8,2021/6/24 16:50,8,北北西,8,1,26.91,8,1,8.5,8,2021/6/24 16:44,8,北,8,1,北北西,8,1,1010.2,8,1,1012.2,8,1,1010.5,0,8,2021/6/24 15:33,0,8,1,,0,1
2021/6/25,金,0,1,8,1,曇後晴一時雨、雷を伴う,8,1,2.0,0,8,1,23.4,8,1,29.6,8,2021/6/25 12:48,8,1,19.2,8,2021/6/25 05:05,8,1,6.3,0,8,1,0,1,8,,,,1,2.2,8,1,21.5,8,1,76,8,1,51,8,2021/6/25 12:38,8,1,雨後曇時々晴、雷を伴う,8,1,6.3,8,2021/6/25 19:20,8,南南西,8,1,20.16,8,1,8.5,8,2021/6/25 19:15,8,南,8,1,南,8,1,1010.1,8,1,1012.1,8,1,1009.9,0,8,2021/6/25 17:09,0,8,1,,0,1
2021/6/26,土,0,1,8,1,曇時々晴一時雨、雷を伴う,8,1,1.0,0,8,1,23.9,8,1,28.2,8,2021/6/26 12:20,8,1,19.5,8,2021/6/26 03:59,8,1,3.6,0,8,1,0,1,8,,,,1,2.2,8,1,23.3,8,1,80,8,1,57,8,2021/6/26 17:15,8,1,曇時々雨,8,1,5.8,8,2021/6/26 17:29,8,南南東,8,1,17.66,8,1,8.7,8,2021/6/26 17:21,8,南南東,8,1,南南西,8,1,1010.4,8,1,1012.4,8,1,1011.3,0,8,2021/6/26 16:54,0,8,1,,0,1
2021/6/27,日,0,1,8,1,雨時々曇,8,1,0.0,0,8,1,23.0,8,1,25.4,8,2021/6/27 09:44,8,1,20.7,8,2021/6/27 23:53,8,1,0.1,0,8,1,0,1,8,,,,1,1.7,8,1,23.5,8,1,84,8,1,62,8,2021/6/27 09:40,8,1,×,8,1,3.5,8,2021/6/27 15:24,8,北北西,8,1,8.32,8,1,5.3,8,2021/6/27 15:19,8,北北西,8,1,南,8,1,1007.1,8,1,1009.1,8,1,1006.7,0,8,2021/6/27 18:24,0,8,1,,0,1
2021/6/28,月,0,1,8,1,晴後曇一時雨、雷を伴う,8,1,0.0,0,8,1,23.9,8,1,29.0,8,2021/6/28 13:18,8,1,19.6,8,2021/6/28 04:46,8,1,6.9,0,8,1,0,1,8,,,,1,2.2,8,1,23.0,8,1,79,8,1,53,8,2021/6/28 11:39,8,1,曇後時々雨,8,1,5.4,8,2021/6/28 13:56,8,北,8,1,21.09,8,1,8.6,8,2021/6/28 13:52,8,北北西,8,1,南,8,1,1003.1,8,1,1005.1,8,1,1003.3,0,8,2021/6/29 0:00,0,8,1,,0,1
2021/6/29,火,0,1,8,1,曇一時雨,8,1,2.0,0,8,1,23.2,8,1,26.6,8,2021/6/29 10:24,8,1,21.4,8,2021/6/29 23:52,8,1,0.4,0,8,1,0,1,8,,,,1,2.0,8,1,23.5,8,1,83,8,1,68,8,2021/6/29 11:28,8,1,曇後一時晴,8,1,4.7,8,2021/6/29 14:47,8,北西,8,1,12.93,8,1,7.1,8,2021/6/29 12:05,8,北北西,8,1,北西,8,1,1002.8,8,1,1004.8,8,1,1002.6,0,8,2021/6/29 04:43,0,8,1,,0,1
2021/6/30,水,0,1,8,1,曇後一時晴一時雨,8,1,0.0,0,8,1,25.0,8,1,31.4,8,2021/6/30 14:39,8,1,18.8,8,2021/6/30 05:23,8,1,3.8,0,8,1,0,1,8,,,,1,2.6,8,1,22.4,8,1,72,8,1,51,8,2021/6/30 16:10,8,1,曇後時々雨,8,1,7.7,8,2021/6/30 17:57,8,南南東,8,1,18.14,8,1,11.1,8,2021/6/30 17:49,8,南南東,8,1,南南東,8,1,1007.2,8,1,1009.2,8,1,1007.9,0,8,2021/6/30 00:11,0,8,1,,0,1
2021/7/1,木,0,1,8,1,曇一時晴後一時雨,8,1,0.0,0,8,1,25.9,8,1,31.2,8,2021/7/1 11:53,8,1,22.3,8,2021/7/1 05:36,8,1,3.1,0,8,1,0,1,8,,,,1,2.2,8,1,24.2,8,1,73,8,1,52,8,2021/7/1 10:51,8,1,曇一時晴後一時雨,8,1,6.5,8,2021/7/1 00:56,8,南南東,8,1,17.52,8,1,10.4,8,2021/7/1 00:31,8,南南東,8,1,南,8,1,1006.6,8,1,1008.6,8,1,1007.4,0,8,2021/7/1 12:51,0,8,1,,0,1
2021/7/2,金,0,1,8,1,曇一時晴後時々雨,8,1,17.0,0,8,1,26.5,8,1,31.8,8,2021/7/2 14:41,8,1,23.4,8,2021/7/2 19:30,8,1,3.4,0,8,1,0,1,8,,,,1,1.8,8,1,26.2,8,1,77,8,1,58,8,2021/7/2 11:56,8,1,雨時々曇、雷を伴う,8,1,5.1,8,2021/7/2 16:12,8,北,8,1,14.27,8,1,8.0,8,2021/7/2 15:58,8,北北西,8,1,南西,8,1,1005.7,8,1,1007.7,8,1,1006.3,0,8,2021/7/2 15:00,0,8,1,,0,1
2021/7/3,土,0,1,8,1,曇,8,1,1.5,0,8,1,25.5,8,1,29.6,8,2021/7/3 12:11,8,1,23.4,8,2021/7/3 04:46,8,1,4.4,0,8,1,0,1,8,,,,1,2.4,8,1,26.8,8,1,83,8,1,64,8,2021/7/3 12:52,8,1,雨時々曇,8,1,5.6,8,2021/7/3 13:19,8,北北西,8,1,19.05,8,1,8.6,8,2021/7/3 13:36,8,北,8,1,北北西,8,1,1007.9,8,1,1009.9,8,1,1007.9,0,8,2021/7/3 04:04,0,8,1,,0,1
2021/7/4,日,0,1,8,1,雨時々曇,8,1,9.5,0,8,1,26.4,8,1,31.4,8,2021/7/4 15:14,8,1,23.3,8,2021/7/4 05:29,8,1,0.5,0,8,1,0,1,8,,,,1,2.6,8,1,28.5,8,1,84,8,1,58,8,2021/7/4 16:08,8,1,雨時々曇,8,1,5.6,8,2021/7/4 16:09,8,南南東,8,1,9.75,8,1,9.1,8,2021/7/4 16:06,8,南南東,8,1,南南東,8,1,1008.4,8,1,1010.4,8,1,1008.6,0,8,2021/7/4 16:23,0,8,1,,0,1
2021/7/5,月,0,1,8,1,大雨後一時曇,8,1,48.5,0,8,1,23.9,8,1,25.3,8,2021/7/5 01:57,8,1,22.8,8,2021/7/5 10:07,8,1,0.0,0,8,1,0,1,8,,,,1,2.4,8,1,27.8,8,1,94,8,1,85,8,2021/7/5 12:20,8,1,雨時々曇,8,1,7.1,8,2021/7/5 06:41,8,西北西,8,1,2.66,8,1,12.9,8,2021/7/5 06:38,8,西,8,1,南東,8,1,1009.4,8,1,1011.4,8,1,1009.3,0,8,2021/7/5 01:03,0,8,1,,0,1
2021/7/6,火,0,1,8,1,雨後時々曇,8,1,22.0,0,8,1,24.8,8,1,27.1,8,2021/7/6 15:47,8,1,23.1,8,2021/7/6 07:01,8,1,0.0,0,8,1,0,1,8,,,,1,2.0,8,1,28.9,8,1,92,8,1,78,8,2021/7/6 15:39,8,1,大雨時々曇,8,1,5.0,8,2021/7/6 15:11,8,南南東,8,1,6.01,8,1,7.0,8,2021/7/6 15:00,8,南東,8,1,南,8,1,1008.5,8,1,1010.5,8,1,1008.2,0,8,2021/7/6 16:59,0,8,1,,0,1
2021/7/7,水,0,1,8,1,雨時々曇,8,1,42.0,0,8,1,24.3,8,1,27.4,8,2021/7/7 12:46,8,1,22.6,8,2021/7/7 06:52,8,1,0.0,0,8,1,0,1,8,,,,1,1.7,8,1,27.9,8,1,92,8,1,74,8,2021/7/7 12:38,8,1,曇時々雨,8,1,4.1,8,2021/7/7 12:00,8,南南西,8,1,7.58,8,1,6.2,8,2021/7/7 11:40,8,南,8,1,南,8,1,1007.3,8,1,1009.3,8,1,1008.3,0,8,2021/7/7 23:51,0,8,1,,0,1
2021/7/8,木,0,1,8,1,大雨時々曇,8,1,43.5,0,8,1,24.6,8,1,26.6,8,2021/7/8 17:00,8,1,22.7,8,2021/7/8 04:52,8,1,0.0,0,8,1,0,1,8,,,,1,1.8,8,1,28.9,8,1,93,8,1,82,8,2021/7/8 11:08,8,1,曇時々雨,8,1,4.8,8,2021/7/8 14:51,8,南東,8,1,7.50,8,1,6.6,8,2021/7/8 14:50,8,南東,8,1,南,8,1,1005.1,8,1,1007.1,8,1,1005.0,0,8,2021/7/8 14:50,0,8,1,,0,1
2021/7/9,金,0,1,8,1,雨時々曇,8,1,20.5,0,8,1,25.5,8,1,29.1,8,2021/7/9 16:08,8,1,22.7,8,2021/7/10 0:00,8,1,0.1,0,8,1,0,1,8,,,,1,2.0,8,1,29.4,8,1,91,8,1,70,8,2021/7/9 16:13,8,1,雨時々曇,8,1,5.7,8,2021/7/9 15:19,8,南南西,8,1,7.10,8,1,8.7,8,2021/7/9 15:13,8,南,8,1,南,8,1,1005.0,8,1,1007.0,8,1,1005.3,0,8,2021/7/9 14:48,0,8,1,,0,1
2021/7/10,土,0,1,8,1,曇時々雨、雷を伴う,8,1,13.0,0,8,1,25.3,8,1,31.1,8,2021/7/10 12:34,8,1,22.7,8,2021/7/10 01:09,8,1,1.4,0,8,1,0,1,8,,,,1,1.7,8,1,28.5,8,1,89,8,1,65,8,2021/7/10 12:38,8,1,曇時々雨,8,1,3.7,8,2021/7/10 13:31,8,北北西,8,1,11.54,8,1,6.7,8,2021/7/10 13:25,8,北北西,8,1,南,8,1,1008.4,8,1,1010.4,8,1,1009.1,0,8,2021/7/10 01:18,0,8,1,,0,1
2021/7/11,日,0,1,8,1,曇後一時晴、雷を伴う,8,1,0.0,0,8,1,26.4,8,1,30.3,8,2021/7/11 15:11,8,1,23.4,8,2021/7/11 05:57,8,1,4.5,0,8,1,0,1,8,,,,1,2.5,8,1,27.5,8,1,81,8,1,61,8,2021/7/11 14:29,8,1,曇時々雨、雷を伴う,8,1,5.0,8,2021/7/11 11:42,8,西南西,8,1,20.52,8,1,8.3,8,2021/7/11 10:35,8,西南西,8,1,南西,8,1,1010.3,8,1,1012.3,8,1,1011.7,0,8,2021/7/11 17:39,0,8,1,,0,1
2021/7/12,月,0,1,8,1,曇時々雨、雷を伴う,8,1,4.0,0,8,1,25.4,8,1,29.5,8,2021/7/12 14:03,8,1,22.1,8,2021/7/12 08:01,8,1,0.8,0,8,1,0,1,8,,,,1,2.1,8,1,27.1,8,1,84,8,1,65,8,2021/7/12 13:43,8,1,曇後晴、雷を伴う,8,1,4.0,8,2021/7/12 16:11,8,北,8,1,12.72,8,1,5.9,8,2021/7/12 15:55,8,北東,8,1,南南西,8,1,1010.0,8,1,1012.0,8,1,1010.7,0,8,2021/7/12 16:11,0,8,1,,0,1
2021/7/13,火,0,1,8,1,晴後曇一時雨、雷を伴う,8,1,0.0,0,8,1,26.1,8,1,31.2,8,2021/7/13 11:55,8,1,22.2,8,2021/7/13 03:59,8,1,5.8,0,8,1,0,1,8,,,,1,2.1,8,1,26.6,8,1,80,8,1,59,8,2021/7/13 11:58,8,1,晴時々曇,8,1,5.1,8,2021/7/13 14:29,8,北北東,8,1,17.42,8,1,7.7,8,2021/7/13 15:45,8,北北東,8,1,南,8,1,1011.1,8,1,1013.1,8,1,1012.1,0,8,2021/7/13 12:16,0,8,1,,0,1
2021/7/14,水,0,1,8,1,曇時々晴、雷を伴う,8,1,0.0,0,8,1,26.7,8,1,32.7,8,2021/7/14 12:35,8,1,22.7,8,2021/7/14 05:01,8,1,5.7,0,8,1,0,1,8,,,,1,2.2,8,1,27.0,8,1,78,8,1,54,8,2021/7/14 11:22,8,1,曇後一時雨,8,1,5.7,8,2021/7/14 14:15,8,北北西,8,1,20.95,8,1,8.9,8,2021/7/14 14:06,8,北西,8,1,南南東,8,1,1012.7,8,1,1014.7,8,1,1013.2,0,8,2021/7/14 14:28,0,8,1,,0,1
2021/7/15,木,0,1,8,1,曇時々晴一時雨、雷を伴う,8,1,0.5,0,8,1,26.7,8,1,32.2,8,2021/7/15 13:17,8,1,23.8,8,2021/7/16 0:00,8,1,5.2,0,8,1,0,1,8,,,,1,2.4,8,1,26.3,8,1,76,8,1,51,8,2021/7/15 11:42,8,1,曇後一時晴、雷を伴う,8,1,6.6,8,2021/7/15 12:08,8,南東,8,1,18.95,8,1,11.9,8,2021/7/15 12:02,8,南東,8,1,南南西,8,1,1015.1,8,1,1017.1,8,1,1015.2,0,8,2021/7/15 00:19,0,8,1,,0,1
2021/7/16,金,0,1,8,1,曇一時雨,8,1,0.0,0,8,1,27.1,8,1,33.7,8,2021/7/16 12:58,8,1,22.4,8,2021/7/16 05:30,8,1,5.8,0,8,1,0,1,8,,,,1,2.2,8,1,26.0,8,1,74,8,1,48,8,2021/7/16 12:59,8,1,曇後時々晴,8,1,5.1,8,2021/7/16 13:37,8,北北西,8,1,18.49,8,1,7.8,8,2021/7/16 13:37,8,北北西,8,1,南西,8,1,1015.8,8,1,1017.8,8,1,1016.1,0,8,2021/7/16 13:10,0,8,1,,0,1
2021/7/17,土,0,1,8,1,晴,8,1,0,1,8,1,28.0,8,1,33.8,8,2021/7/17 12:39,8,1,22.5,8,2021/7/17 05:04,8,1,13.4,0,8,1,0,1,8,,,,1,2.3,8,1,25.7,8,1,70,8,1,46,8,2021/7/17 12:28,8,1,晴後時々曇,8,1,5.8,8,2021/7/17 13:34,8,北,8,1,27.79,8,1,9.0,8,2021/7/17 15:08,8,北,8,1,南,8,1,1014.0,8,1,1016.0,8,1,1014.3,0,8,2021/7/17 13:05,0,8,1,,0,1
2021/7/18,日,0,1,8,1,晴,8,1,0,1,8,1,28.8,8,1,34.8,8,2021/7/18 12:37,8,1,23.1,8,2021/7/18 04:27,8,1,12.4,0,8,1,0,1,8,,,,1,2.4,8,1,27.0,8,1,70,8,1,46,8,2021/7/18 12:32,8,1,晴,8,1,5.9,8,2021/7/18 13:25,8,北,8,1,27.76,8,1,8.5,8,2021/7/18 14:36,8,北,8,1,南,8,1,1012.7,8,1,1014.7,8,1,1013.2,0,8,2021/7/18 12:46,0,8,1,,0,1
2021/7/19,月,0,1,8,1,晴,8,1,0,1,8,1,29.5,8,1,34.7,8,2021/7/19 12:24,8,1,24.5,8,2021/7/19 05:28,8,1,13.7,0,8,1,0,1,8,,,,1,2.7,8,1,28.1,8,1,69,8,1,52,8,2021/7/19 11:45,8,1,晴時々曇,8,1,6.1,8,2021/7/19 15:18,8,北,8,1,28.56,8,1,9.4,8,2021/7/19 15:10,8,北,8,1,北北西,8,1,1013.1,8,1,1015.1,8,1,1013.5,0,8,2021/7/19 15:42,0,8,1,,0,1
2021/7/20,火,0,1,8,1,晴後一時曇、雷を伴う,8,1,0,1,8,1,29.5,8,1,34.1,8,2021/7/20 11:37,8,1,25.5,8,2021/7/20 05:14,8,1,13.0,0,8,1,0,1,8,,,,1,2.6,8,1,29.0,8,1,71,8,1,55,8,2021/7/20 10:01,8,1,晴一時曇,8,1,6.8,8,2021/7/20 13:49,8,北北西,8,1,28.32,8,1,10.0,8,2021/7/20 13:49,8,北北西,8,1,北,8,1,1012.7,8,1,1014.7,8,1,1012.8,0,8,2021/7/20 17:25,0,8,1,,0,1
2021/7/21,水,0,1,8,1,晴、雷を伴う,8,1,0,1,8,1,29.3,8,1,33.9,8,2021/7/21 10:56,8,1,25.4,8,2021/7/21 04:43,8,1,13.0,0,8,1,0,1,8,,,,1,2.8,8,1,29.0,8,1,72,8,1,54,8,2021/7/21 11:04,8,1,晴,8,1,6.8,8,2021/7/21 15:17,8,北北西,8,1,27.03,8,1,10.8,8,2021/7/21 15:17,8,北北西,8,1,南東,8,1,1011.5,8,1,1013.5,8,1,1011.5,0,8,2021/7/21 17:40,0,8,1,,0,1
2021/7/22,木,0,1,8,1,晴、雷を伴う,8,1,0,1,8,1,29.5,8,1,33.9,8,2021/7/22 13:12,8,1,25.2,8,2021/7/22 05:17,8,1,13.1,0,8,1,0,1,8,,,,1,2.9,8,1,27.7,8,1,68,8,1,51,8,2021/7/22 13:43,8,1,晴一時曇、雷を伴う,8,1,5.7,8,2021/7/22 11:55,8,北北西,8,1,27.58,8,1,8.9,8,2021/7/22 14:05,8,北北西,8,1,北北西,8,1,1010.1,8,1,1012.0,8,1,1009.9,0,8,2021/7/22 15:38,0,8,1,,0,1
2021/7/23,金,0,1,8,1,晴、雷を伴う,8,1,0,1,8,1,29.3,8,1,33.9,8,2021/7/23 14:16,8,1,24.8,8,2021/7/23 05:12,8,1,12.9,0,8,1,0,1,8,,,,1,2.8,8,1,27.7,8,1,69,8,1,52,8,2021/7/23 14:33,8,1,晴一時曇、雷を伴う,8,1,5.6,8,2021/7/23 15:22,8,北,8,1,27.50,8,1,9.2,8,2021/7/23 16:37,8,北,8,1,北北西,8,1,1008.4,8,1,1010.4,8,1,1008.6,0,8,2021/7/23 17:58,0,8,1,,0,1
2021/7/24,土,0,1,8,1,晴,8,1,0.0,0,8,1,29.4,8,1,34.9,8,2021/7/24 12:17,8,1,25.2,8,2021/7/24 05:57,8,1,11.0,0,8,1,0,1,8,,,,1,3.0,8,1,27.0,8,1,67,8,1,45,8,2021/7/24 11:26,8,1,曇時々晴一時雨、雷を伴う,8,1,6.7,8,2021/7/24 15:07,8,北北西,8,1,24.95,8,1,10.0,8,2021/7/24 15:10,8,北北西,8,1,北北西,8,1,1007.9,8,1,1009.9,8,1,1008.0,0,8,2021/7/24 17:41,0,8,1,,0,1
2021/7/25,日,0,1,8,1,曇時々雨後晴,8,1,0.5,0,8,1,28.7,8,1,34.7,8,2021/7/25 13:36,8,1,25.5,8,2021/7/25 09:51,8,1,7.3,0,8,1,0,1,8,,,,1,2.9,8,1,27.3,8,1,70,8,1,45,8,2021/7/25 13:22,8,1,曇時々晴,8,1,5.7,8,2021/7/25 01:32,8,東南東,8,1,19.34,8,1,9.1,8,2021/7/25 17:30,8,北北西,8,1,南東,8,1,1007.0,8,1,1009.0,8,1,1007.0,0,8,2021/7/25 18:30,0,8,1,,0,1
2021/7/26,月,0,1,8,1,晴,8,1,0,1,8,1,29.1,8,1,33.8,8,2021/7/26 12:17,8,1,24.9,8,2021/7/26 05:51,8,1,12.6,0,8,1,0,1,8,,,,1,3.5,8,1,26.6,8,1,67,8,1,39,8,2021/7/26 10:14,8,1,曇時々晴,8,1,7.0,8,2021/7/26 18:09,8,北北西,8,1,27.63,8,1,11.4,8,2021/7/26 14:36,8,北北西,8,1,北北西,8,1,1003.4,8,1,1005.3,8,1,1002.4,0,8,2021/7/27 0:00,0,8,1,,0,1
